n 	 k 	 h[J] 	 h[eV] 
77	57	8.339610269427831e-14	520516.4381922026
78	57	8.342591641905215e-14	520702.52043498325
79	57	8.345600206074049e-14	520890.29984608776
1	58	8.193249777687308e-14	511381.3540106173
2	58	8.194418339994188e-14	511454.28977981175
3	58	8.195499302972132e-14	511521.7580404282
4	58	8.196555005150002e-14	511587.649649228
5	58	8.197607682594795e-14	511653.3524694351
6	58	8.198668102226776e-14	511719.5385179428
7	58	8.199742355094948e-14	511786.5879673287
8	58	8.200834235615509e-14	511854.73764592677
9	58	8.201946268918191e-14	511924.145159607
10	58	8.203080218474514e-14	511994.92057537317
11	58	8.204237361973676e-14	512067.143640145
12	58	8.205418652316938e-14	512140.8738292163
13	58	8.206624816930913e-14	512216.1565448897
14	58	8.207856421815517e-14	512293.027114027
15	58	8.209113914394071e-14	512371.51346253674
16	58	8.210397653065756e-14	512451.63795988937
17	58	8.211707928129685e-14	512533.4187250924
18	58	8.213044976928693e-14	512616.87057188916
19	58	8.214408995035103e-14	512702.00570691825
20	58	8.215800144642948e-14	512788.83425351384
21	58	8.217218560973606e-14	512877.3646515127
22	58	8.218664357223863e-14	512967.6039660877
23	58	8.220137628436026e-14	513059.5581293005
24	58	8.221638454556923e-14	513153.2321310292
25	58	8.223166902881975e-14	513248.6301715148
26	58	8.224723030031713e-14	513345.7557847254
27	58	8.22630688355642e-14	513444.61193851003
28	58	8.227918503242083e-14	513545.20111610944
29	58	8.22955792219574e-14	513647.5253838982
30	58	8.231225167748812e-14	513751.58644776564
31	58	8.232920262208288e-14	513857.38570000173
32	58	8.234643223484313e-14	513964.9242584674
33	58	8.236394065627397e-14	514074.20300012466
34	58	8.238172799283278e-14	514185.2225894268
35	58	8.239979432076489e-14	514297.9835022587
36	58	8.241813968942281e-14	514412.486046654
37	58	8.243676412413377e-14	514528.73038069234
38	58	8.24556676286575e-14	514646.71652784024
39	58	8.247485018734175e-14	514766.44439040404
40	58	8.249431176695474e-14	514887.91376096784
41	58	8.251405231835909e-14	515011.12433284085
42	58	8.253407177789441e-14	515136.07570868696
43	58	8.255437006859714e-14	515262.76740813855
44	58	8.257494710139783e-14	515391.19887526886
45	58	8.259580277605794e-14	515521.3694844396
46	58	8.26169369820183e-14	515653.278545596
47	58	8.263834959920851e-14	515786.9253093192
48	58	8.266004049867354e-14	515922.308970737
49	58	8.268200954325935e-14	516059.42867380293
50	58	8.270425658814114e-14	516198.2835145935
51	58	8.272678148131163e-14	516338.872544356
52	58	8.274958406401953e-14	516481.1947722449
53	58	8.277266417120513e-14	516625.2491680406
54	58	8.279602163183938e-14	516771.03466426604
55	58	8.281965626926465e-14	516918.55015831336
56	58	8.284356790150551e-14	517067.7945143836
57	58	8.286775634152045e-14	517218.7665650579
58	58	8.289222139747757e-14	517371.46511301835
59	58	8.291696287299236e-14	517525.8889325317
60	58	8.294198056731186e-14	517682.0367705992
61	58	8.296727427554208e-14	517839.9073483758
62	58	8.299284378879257e-14	517999.49936207273
63	58	8.301868889435898e-14	518160.8114840965
64	58	8.304480937586288e-14	518323.84236392216
65	58	8.307120501344056e-14	518488.5906292711
66	58	8.309787558378878e-14	518655.05488639715
67	58	8.312482086030883e-14	518823.23372098536
68	58	8.315204061332456e-14	518993.12569951295
69	58	8.3179534610087e-14	519164.7293692781
70	58	8.320730261494573e-14	519338.0432594698
71	58	8.323534438940918e-14	519513.0658815438
72	58	8.326365969224626e-14	519689.79572985723
73	58	8.329224827954014e-14	519868.2312820041
74	58	8.332110990471028e-14	520048.3709989532
75	58	8.335024431869957e-14	520230.21332621534
76	58	8.337965127003147e-14	520413.75669420086
77	58	8.340933050486442e-14	520598.99951855856
78	58	8.34392817670138e-14	520785.94020031334
79	58	8.34695047981126e-14	520974.5771268684
1	59	8.19344810299012e-14	511393.73247638345
2	59	8.194640365405448e-14	511468.1474868896
3	59	8.195741865356088e-14	511536.8975618275
4	59	8.196816559699774e-14	511603.97456588986
5	59	8.197887282421789e-14	511670.80368134595
6	59	8.198965099064086e-14	511738.07556355005
7	59	8.200056274449123e-14	511806.1812311428
8	59	8.201164714121833e-14	511875.3644485534
9	59	8.202293019014505e-14	511945.7875528658
10	59	8.203443006794241e-14	512017.5639936986
11	59	8.204615995312048e-14	512090.7760246694
12	59	8.205812968084219e-14	512165.48503190774
13	59	8.207034676414198e-14	512241.7379079877
14	59	8.208281705278075e-14	512319.5711641685
15	59	8.209554517420568e-14	512399.0136826429
16	59	8.210853483779254e-14	512480.0886154648
17	59	8.212178905033258e-14	512562.81472950964
18	59	8.213531027205753e-14	512647.2073803039
19	59	8.214910053191628e-14	512733.2792315238
20	59	8.216316151411009e-14	512821.0407951047
21	59	8.217749462414528e-14	512910.5008435087
22	59	8.219210103988685e-14	513001.6667283754
23	59	8.22069817515155e-14	513094.54462991364
24	59	8.222213759310593e-14	513189.13975399727
25	59	8.223756926787166e-14	513285.45648973057
26	59	8.225327736855237e-14	513383.4985366961
27	59	8.226926239403416e-14	513483.26900868915
28	59	8.22855247628598e-14	513584.77051804296
29	59	8.230206482442421e-14	513688.0052455043
30	59	8.231888286831199e-14	513792.97499851446
31	59	8.233597913210234e-14	513899.681259923
32	59	8.235335380785986e-14	514008.12522850034
33	59	8.237100704766508e-14	514118.3078534564
34	59	8.238893896835968e-14	514230.22986405826
35	59	8.24071496555075e-14	514343.8917943521
36	59	8.242563916683935e-14	514459.2940046646
37	59	8.244440753521383e-14	514576.4367000826
38	59	8.246345477116868e-14	514695.3199463773
39	59	8.24827808651651e-14	514815.9436840124
40	59	8.250238578947988e-14	514938.3077399536
41	59	8.252226949993077e-14	515062.41183843743
42	59	8.254243193735895e-14	515188.2556102245
43	59	8.25628730288586e-14	515315.83860027336
44	59	8.258359268898133e-14	515445.1602752583
45	59	8.260459082078437e-14	515576.22003011126
46	59	8.262586731666725e-14	515709.01719324454
47	59	8.264742205922622e-14	515843.55103188293
48	59	8.266925492191844e-14	515979.8207562099
49	59	8.269136576972472e-14	516117.8255235037
50	59	8.27137544597446e-14	516257.56444185175
51	59	8.273642084169902e-14	516399.0365732878
52	59	8.275936475837333e-14	516542.24093655724
53	59	8.278258604606586e-14	516687.17650991684
54	59	8.280608453495576e-14	516833.8422334305
55	59	8.282986004945056e-14	516982.23701113835
56	59	8.285391240849932e-14	517132.3597130118
57	59	8.287824142588256e-14	517284.2091767626
58	59	8.290284691044994e-14	517437.7842093269
59	59	8.292772866641418e-14	517593.08358869905
60	59	8.295288649351432e-14	517750.10606495105
61	59	8.297832018726355e-14	517908.8503617793
62	59	8.300402953911084e-14	518069.3151775134
63	59	8.303001433660892e-14	518231.4991861646
64	59	8.30562743635724e-14	518395.4010384127
65	59	8.308280940024668e-14	518561.0193626601
66	59	8.31096192234506e-14	518728.3527659227
67	59	8.313670360659967e-14	518897.3998339742
68	59	8.31640623199547e-14	519068.1591328983
69	59	8.319169513069493e-14	519240.6292095453
70	59	8.32196018030175e-14	519414.80859215255
71	59	8.32477820982645e-14	519590.6957911377
72	59	8.327623577499141e-14	519768.2892995257
73	59	8.330496258908385e-14	519947.5875936777
74	59	8.333396229375249e-14	520128.589133259
75	59	8.33632346396285e-14	520311.29236183513
76	59	8.33927793748995e-14	520495.6957077201
77	59	8.34225962453953e-14	520681.79758451175
78	59	8.345268499456884e-14	520869.59639097255
79	59	8.348304536365959e-14	521059.0905120498
1	60	8.193649489089591e-14	511406.3019816495
2	60	8.194865553136674e-14	511482.2025700404
3	60	8.195987666647446e-14	511552.23923950153
4	60	8.19708141610162e-14	511620.5055675155
5	60	8.198170237873854e-14	511688.46433446015
6	60	8.19926549850458e-14	511756.8249824976
7	60	8.20037363805534e-14	511825.9894678089
8	60	8.201498674189499e-14	511896.20855269063
9	60	8.202643284352684e-14	511967.6493498036
10	60	8.203809340941192e-14	512040.42872468714
11	60	8.204998202382113e-14	512114.631463513
12	60	8.206210883136953e-14	512190.32088385534
13	60	8.207448158654555e-14	512267.5453853222
14	60	8.208710633109676e-14	512346.34267745673
15	60	8.209998784755124e-14	512426.7426103886
16	60	8.211312997225634e-14	512508.76912866434
17	60	8.212653581716477e-14	512592.44165552413
18	60	8.214020793049384e-14	512677.77609565615
19	60	8.215414841544669e-14	512764.78557619423
20	60	8.216835901939236e-14	512853.4810033352
21	60	8.218284120193242e-14	512943.87148717634
22	60	8.219759618754237e-14	513035.9646702766
23	60	8.221262500679439e-14	513129.76698494796
24	60	8.222792852893844e-14	513225.28385661065
25	60	8.224350748796491e-14	513322.5198664627
26	60	8.225936250362078e-14	513421.47888265224
27	60	8.227549409859072e-14	513522.1641675138
28	60	8.229190271248265e-14	513624.57846485823
29	60	8.23085887133724e-14	513728.72407202935
30	60	8.232555240744114e-14	513834.60290005576
31	60	8.234279404706472e-14	513942.2165241404
32	60	8.236031383754322e-14	514051.56622566265
33	60	8.237811194279129e-14	514162.6530276953
34	60	8.239618849025977e-14	514275.4777257223
35	60	8.241454357504533e-14	514390.04091328895
36	60	8.243317726345644e-14	514506.34300425946
37	60	8.245208959606873e-14	514624.38425188634
38	60	8.247128059037386e-14	514744.1647653438
39	60	8.249075024310102e-14	514865.68452421715
40	60	8.251049853219342e-14	514988.94339083886
41	60	8.25305254185633e-14	515113.94112124294
42	60	8.255083084766694e-14	515240.67737499496
43	60	8.257141475079298e-14	515369.1517232332
44	60	8.259227704624015e-14	515499.3636560196
45	60	8.26134176404556e-14	515631.31258944445
46	60	8.26348364289091e-14	515764.9978710825
47	60	8.265653329694744e-14	515900.4187853265
48	60	8.267850812053615e-14	516037.5745580157
49	60	8.270076076688596e-14	516176.46436034626
50	60	8.272329109509719e-14	516317.08731289365
51	60	8.274609895668905e-14	516459.44248891546
52	60	8.276918419606378e-14	516603.5289172489
53	60	8.279254665094568e-14	516749.3455850509
54	60	8.281618615278642e-14	516896.8914403277
55	60	8.2840102527122e-14	517046.165394163
56	60	8.286429559388428e-14	517197.16632266215
57	60	8.28887651677281e-14	517349.8930689941
58	60	8.291351105825393e-14	517504.3444447811
59	60	8.293853307031058e-14	517660.5192319876
60	60	8.296383100418944e-14	517818.4161841331
61	60	8.298940465585034e-14	517978.0340277019
62	60	8.301525381712267e-14	518139.3714633978
63	60	8.304137827585824e-14	518302.42716709885
64	60	8.306777781611635e-14	518467.1997910119
65	60	8.309445221828154e-14	518633.68796440813
66	60	8.312140125929453e-14	518801.8902950638
67	60	8.314862471266988e-14	518971.80536937097
68	60	8.317612234864046e-14	519143.43175323907
69	60	8.320389393434675e-14	519316.76799327636
70	60	8.3231939233879e-14	519491.812617053
71	60	8.326025800843747e-14	519668.5641341015
72	60	8.328885001639082e-14	519847.0210362807
73	60	8.331771501340655e-14	520027.1817985904
74	60	8.334685275252018e-14	520209.0448796027
75	60	8.337626298412162e-14	520392.60872137727
76	60	8.340594545609818e-14	520577.8717503538
77	60	8.34358999139452e-14	520764.8323780424
78	60	8.346612610080848e-14	520953.4890012888
79	60	8.349662375752491e-14	521143.8400025272
1	61	8.193853934148034e-14	511419.06241171615
2	61	8.195093900336631e-14	511496.45485130453
3	61	8.196236703299763e-14	511567.7828520992
4	61	8.197349570289026e-14	511637.24240029376
5	61	8.198456544481289e-14	511706.33414980146
6	61	8.199569295760615e-14	511775.78647596494
7	61	8.200694440873457e-14	511846.0123627469
8	61	8.201836110577814e-14	511917.2696312408
9	61	8.20299705953369e-14	511989.73021343985
10	61	8.204179215392852e-14	512063.51442365104
11	61	8.205383977567058e-14	512138.70960610284
12	61	8.206612391788714e-14	512215.3810301411
13	61	8.207865257917033e-14	512293.5786189463
14	61	8.209143199544912e-14	512373.3412940439
15	61	8.210446710617498e-14	512454.6998850003
16	61	8.21177618762338e-14	512537.6791386349
17	61	8.213131952408395e-14	512622.2991429425
18	61	8.214514268709525e-14	512708.5763590561
19	61	8.215923354374157e-14	512796.52438391175
20	61	8.21735939054552e-14	512886.15452355664
21	61	8.218822528672562e-14	512977.4762306708
22	61	8.220312895934509e-14	513070.49744314054
23	61	8.221830599490432e-14	513165.2248492948
24	61	8.223375729839173e-14	513261.66409761534
25	61	8.224948363508287e-14	513359.81996456627
26	61	8.22654856522019e-14	513459.6964897945
27	61	8.228176389664673e-14	513561.29708676133
28	61	8.229831882946599e-14	513664.6246330998
29	61	8.231515083776706e-14	513769.6815449392
30	61	8.233226024465336e-14	513876.46983892797
31	61	8.234964731758516e-14	513984.99118441844
32	61	8.236731227536274e-14	514095.2469470518
33	61	8.238525529399246e-14	514207.2382253708
34	61	8.240347651176004e-14	514320.9658824854
35	61	8.242197603350704e-14	514436.4305727636
36	61	8.24407539343158e-14	514553.63276483165
37	61	8.245981026266293e-14	514672.57276125613
38	61	8.247914504316937e-14	514793.2507157084
39	61	8.249875827898731e-14	514915.666647863
40	61	8.251864995387732e-14	515039.8204563615
41	61	8.253882003399394e-14	515165.71192995756
42	61	8.2559268469523e-14	515293.34075773635
43	61	8.257999519606718e-14	515422.7065377622
44	61	8.260100013580756e-14	515553.80878432863
45	61	8.26222831986784e-14	515686.64693529066
46	61	8.264384428332467e-14	515821.2203580414
47	61	8.266568327793746e-14	515957.5283547258
48	61	8.268780006107204e-14	516095.5701673472
49	61	8.27101945022679e-14	516235.3449816369
50	61	8.273286646270776e-14	516376.8519311673
51	61	8.275581579577847e-14	516520.090100853
52	61	8.277904234757205e-14	516665.0585300781
53	61	8.280254595731195e-14	516811.7562153563
54	61	8.282632645778625e-14	516960.18211303506
55	61	8.285038367571944e-14	517110.33514161606
56	61	8.287471743209076e-14	517262.2141837419
57	61	8.289932754247342e-14	517415.81808831356
58	61	8.29242138172871e-14	517571.1456720662
59	61	8.294937606206236e-14	517728.19572121964
60	61	8.297481407769533e-14	517886.96699306776
61	61	8.300052766064268e-14	518047.4582171959
62	61	8.302651660315031e-14	518209.6680969074
63	61	8.305278069341244e-14	518373.5953102176
64	61	8.307931971577068e-14	518539.2385110954
65	61	8.310613345081181e-14	518706.5963300741
66	61	8.313322167558982e-14	518875.6673756371
67	61	8.316058416375849e-14	519046.45023504534
68	61	8.318822068559048e-14	519218.94347445655
69	61	8.321613100820802e-14	519393.14564036514
70	61	8.324431489564617e-14	519569.0552599968
71	61	8.32727721089904e-14	519746.6708421676
72	61	8.330150240646626e-14	519925.9908778431
73	61	8.333050554352901e-14	520107.0138406984
74	61	8.33597812730183e-14	520289.7381880831
75	61	8.338932934513576e-14	520474.1623608818
76	61	8.34191495075272e-14	520660.2847840268
77	61	8.344924150536826e-14	520848.1038670328
78	61	8.347960508151853e-14	521037.6180049591
79	61	8.351023997646422e-14	521228.8255780513
1	62	8.194061436366873e-14	511432.01365432556
2	62	8.195325404216102e-14	511510.904156593
3	62	8.196488971842236e-14	511583.52818299044
4	62	8.197621018279686e-14	511654.1848156691
5	62	8.19874619786382e-14	511724.41285397526
6	62	8.199876486136829e-14	511794.95975089126
7	62	8.2010186779567e-14	511866.24960720394
8	62	8.202177018139189e-14	511938.54736291734
9	62	8.203354339250233e-14	512012.02981252
10	62	8.204552624716239e-14	512086.82075149106
11	62	8.205773315336732e-14	512163.01010727463
12	62	8.207017488436302e-14	512240.6651210415
13	62	8.208285968546001e-14	512319.83725586394
14	62	8.2095793988934e-14	512400.5666587649
15	62	8.210898289297911e-14	512482.88515010243
16	62	8.212243049256582e-14	512566.8182886182
17	62	8.213614011398629e-14	512652.3868353512
18	62	8.215011448491419e-14	512739.60781506565
19	62	8.216435586009964e-14	512828.49530077545
20	62	8.217886611592168e-14	512919.06100389274
21	62	8.219364682254137e-14	513011.3147245713
22	62	8.220869929976607e-14	513105.26470038365
23	62	8.222402466082584e-14	513200.9178795506
24	62	8.223962384700547e-14	513298.2801370974
25	62	8.225549765536592e-14	513397.3564478768
26	62	8.227164676107256e-14	513498.15102593065
27	62	8.228807173565198e-14	513600.66743844
28	62	8.23047730619641e-14	513704.90869917296
29	62	8.232175114649189e-14	513810.8773451915
30	62	8.233900632958409e-14	513918.5755007807
31	62	8.235653889407517e-14	514028.00493125094
32	62	8.237434907252504e-14	514139.16708812397
33	62	8.239243705328484e-14	514252.06314699247
34	62	8.241080298570281e-14	514366.69404001307
35	62	8.242944698457562e-14	514483.0604836886
36	62	8.244836913395275e-14	514601.16300261364
37	62	8.24675694903948e-14	514721.00194981095
38	62	8.2487048085824e-14	514842.57752452284
39	62	8.250680492997433e-14	514965.8897875041
40	62	8.252684001256701e-14	515090.9386745997
41	62	8.254715330514834e-14	515217.72400821594
42	62	8.25677447627588e-14	515346.2455077382
43	62	8.258861432541939e-14	515476.5027988078
44	62	8.260976191932613e-14	515608.49542077753
45	62	8.263118745800839e-14	515742.2228339412
46	62	8.265289084338209e-14	515877.6844261075
47	62	8.267487196658621e-14	516014.8795178208
48	62	8.269713070883956e-14	516153.80736770877
49	62	8.271966694210415e-14	516294.4671766228
50	62	8.274248052973089e-14	516436.85809166817
51	62	8.276557132704924e-14	516580.9792098843
52	62	8.278893918190606e-14	516726.82958160795
53	62	8.281258393509827e-14	516874.40821317374
54	62	8.283650542081609e-14	517023.71406968066
55	62	8.286070346702995e-14	517174.7460774067
56	62	8.288517789583277e-14	517327.50312594575
57	62	8.290992852376344e-14	517481.9840702258
58	62	8.293495516211641e-14	517638.1877324421
59	62	8.296025761716166e-14	517796.1129034295
60	62	8.29858356904436e-14	517955.7583445281
61	62	8.301168917897138e-14	518117.12278877146
62	62	8.303781787544584e-14	518280.2049423026
63	62	8.306422156844852e-14	518445.0034855542
64	62	8.309090004262841e-14	518611.51707441366
65	62	8.31178530788408e-14	518779.74434109026
66	62	8.314508045428261e-14	518949.68389495945
67	62	8.317258194273991e-14	519121.33432410785
68	62	8.320035731459425e-14	519294.69419537287
69	62	8.322840633697846e-14	519469.762055315
70	62	8.325672877391599e-14	519646.5364310876
71	62	8.328532438641183e-14	519825.0158310042
72	62	8.33141929325858e-14	520005.19874537067
73	62	8.334333416772915e-14	520187.0836468384
74	62	8.337274784446186e-14	520370.66899138584
75	62	8.340243371280498e-14	520555.95321877056
76	62	8.343239152020896e-14	520742.93475270545
77	62	8.346262101158642e-14	520931.61200106365
78	62	8.349312192950012e-14	521121.98335705174
79	62	8.352389401415605e-14	521314.0471991665
1	63	8.194271993984888e-14	511445.1555995511
2	63	8.195560062045278e-14	511525.550315525
3	63	8.196744468876691e-14	511599.47502007836
4	63	8.197895756172282e-14	511671.33257014083
5	63	8.199039193727366e-14	511742.70017896657
6	63	8.200187065026978e-14	511814.3445197779
7	63	8.201346344448651e-14	511886.7008980671
8	63	8.202521391816295e-14	511960.0414320672
9	63	8.203715118284174e-14	512034.5478213543
10	63	8.204929563565612e-14	512110.347374553
11	63	8.20616621024562e-14	512187.5326271468
12	63	8.207426167558027e-14	512266.17281192046
13	63	8.208710284963761e-14	512346.3209479435
14	63	8.210019225538794e-14	512428.0184210759
15	63	8.211353515156365e-14	512511.2980536747
16	63	8.212713576474645e-14	512596.1862259325
17	63	8.214099753037423e-14	512682.704380121
18	63	8.21551232675609e-14	512770.8701117284
19	63	8.216951530832733e-14	512860.69797605346
20	63	8.218417559487172e-14	512952.20009531843
21	63	8.219910575380088e-14	513045.3866219831
22	63	8.22143071536281e-14	513140.2660976176
23	63	8.22297809498374e-14	513236.8457341709
24	63	8.224552812056256e-14	513335.13163666107
25	63	8.226154949514391e-14	513435.1289814123
26	63	8.227784577714452e-14	513536.84215971065
27	63	8.229441756313472e-14	513640.27489504754
28	63	8.23112653581537e-14	513745.4303396229
29	63	8.232838958839823e-14	513852.31115354225
30	63	8.234579061178069e-14	513960.91957071424
31	63	8.236346872680071e-14	514071.25745422306
32	63	8.238142418003584e-14	514183.32634308154
33	63	8.239965717242768e-14	514297.1274914659
34	63	8.241816786461663e-14	514412.6619020125
35	63	8.24369563815633e-14	514529.9303546624
36	63	8.245602281647555e-14	514648.9334311722
37	63	8.247536723417975e-14	514769.6715361554
38	63	8.249498967406726e-14	514892.144915473
39	63	8.251489015261596e-14	515016.35367197165
40	63	8.253506866564774e-14	515142.2977795737
41	63	8.255552519024438e-14	515269.97709523514
42	63	8.257625968643736e-14	515399.3913694926
43	63	8.259727209876703e-14	515530.5402561949
44	63	8.261856235756268e-14	515663.42332049255
45	63	8.264013038006843e-14	515798.0400458652
46	63	8.266197607156161e-14	515934.38984110154
47	63	8.26840993262352e-14	516072.47204580763
48	63	8.270650002804976e-14	516212.2859357236
49	63	8.272917805147232e-14	516353.830727336
50	63	8.275213326210919e-14	516497.10558182717
51	63	8.277536551731334e-14	516642.10960886633
52	63	8.27988746667494e-14	516788.8418701357
53	63	8.282266055285872e-14	516937.30138223374
54	63	8.28467230113007e-14	517087.48711942916
55	63	8.287106187135072e-14	517239.39801614505
56	63	8.289567695627635e-14	517393.0329693065
57	63	8.292056808364046e-14	517548.39084023307
58	63	8.29457350656538e-14	517705.4704568388
59	63	8.297117770939043e-14	517864.27061497734
60	63	8.299689581708414e-14	518024.79008029145
61	63	8.302288918634942e-14	518187.027589593
62	63	8.304915761038738e-14	518350.98185214755
63	63	8.30757008782108e-14	518516.6515510792
64	63	8.310251877480484e-14	518684.03534437355
65	63	8.312961108133275e-14	518853.13186616206
66	63	8.315697757520539e-14	519023.93972715543
67	63	8.318461803033077e-14	519196.45751620154
68	63	8.321253221723436e-14	519370.68380103586
69	63	8.324071990310588e-14	519546.6171285741
70	63	8.326918085198813e-14	519724.2560260903
71	63	8.329791482484892e-14	519903.599001666
72	63	8.332692157972637e-14	520084.64454509714
73	63	8.335620087180818e-14	520267.3911283887
74	63	8.338575245351527e-14	520451.8372062769
75	63	8.341557607467221e-14	520637.9812172928
76	63	8.344567148254039e-14	520825.8215839693
77	63	8.34760384218394e-14	521015.35671297484
78	63	8.350667663483982e-14	521206.58499569225
79	63	8.353758586150008e-14	521399.5048090731
1	64	8.194485605276581e-14	511458.48813969595
2	64	8.195797871151306e-14	511540.39316127443
3	64	8.19700319107472e-14	511615.6231556205
4	64	8.198173780143472e-14	511688.68542507535
5	64	8.199335527860955e-14	511761.1958619478
6	64	8.200501027910901e-14	511833.9405004994
7	64	8.201677435580313e-14	511907.3659376795
8	64	8.20286922663933e-14	511981.7515285006
9	64	8.204079391504011e-14	512057.2839196602
10	64	8.205310026680176e-14	512134.09396448435
11	64	8.206562656930852e-14	512212.27683099604
12	64	8.207838423711995e-14	512291.90376312245
13	64	8.209138201669169e-14	512373.0293518312
14	64	8.210462673937664e-14	512455.69623498386
15	64	8.211812382621898e-14	512539.93824800575
16	64	8.213187763691867e-14	512625.7826019465
17	64	8.214589171735575e-14	512713.25142840226
18	64	8.216016897920617e-14	512802.3629005865
19	64	8.217471183274511e-14	512893.13206222217
20	64	8.218952228685174e-14	512985.5714517204
21	64	8.220460202534378e-14	513079.69157862273
22	64	8.221995246612298e-14	513175.5012927572
23	64	8.223557480753634e-14	513273.0080736018
24	64	8.22514700651137e-14	513372.218259582
25	64	8.226763910096404e-14	513473.13723154727
26	64	8.228408264749603e-14	513575.7695608236
27	64	8.23008013267375e-14	513680.11912979506
28	64	8.231779566627343e-14	513786.18923138117
29	64	8.233506611234809e-14	513893.9826508138
30	64	8.235261304074941e-14	514003.5017335718
31	64	8.23704367659334e-14	514114.7484423311
32	64	8.238853754875413e-14	514227.7244052112
33	64	8.240691560298186e-14	514342.43095645844
34	64	8.242557110077913e-14	514458.8691706246
35	64	8.244450417747831e-14	514577.0398923861
36	64	8.246371493563573e-14	514696.9437618478
37	64	8.248320344852404e-14	514818.58123634075
38	64	8.25029697631679e-14	514941.9526093691
39	64	8.252301390295179e-14	515067.05802688707
40	64	8.254333586993972e-14	515193.8975017771
41	64	8.25639356468839e-14	515322.4709263872
42	64	8.258481319894842e-14	515452.77808328916
43	64	8.260596847530261e-14	515584.8186552236
44	64	8.262740141051032e-14	515718.592233771
45	64	8.264911192565408e-14	515854.0983263683
46	64	8.267109992946631e-14	515991.33636336937
47	64	8.26933653192938e-14	516130.3057040645
48	64	8.271590798192802e-14	516271.0056418631
49	64	8.273872779441531e-14	516413.43540935044
50	64	8.276182462470026e-14	516557.59418230323
51	64	8.27851983322436e-14	516703.4810835462
52	64	8.2808848768595e-14	516851.0951865271
53	64	8.283277577790602e-14	517000.4355185187
54	64	8.285697919737148e-14	517151.5010633729
55	64	8.288145885763492e-14	517304.29076405225
56	64	8.290621458319202e-14	517458.8035251471
57	64	8.293124619269674e-14	517615.03821478697
58	64	8.295655349931396e-14	517772.9936668412
59	64	8.298213631098136e-14	517932.6686825535
60	64	8.300799443066955e-14	518094.0620321659
61	64	8.303412765664302e-14	518257.1724565468
62	64	8.306053578265504e-14	518421.9986684083
63	64	8.308721859819003e-14	518588.5393538181
64	64	8.311417588861361e-14	518756.7931731367
65	64	8.314140743541013e-14	518926.7587624994
66	64	8.316891301627858e-14	519098.4347344155
67	64	8.319669240527909e-14	519271.8196786821
68	64	8.322474537308054e-14	519446.91216393
69	64	8.325307168697926e-14	519623.7107377402
70	64	8.328167111106254e-14	519802.2139276644
71	64	8.331054340630575e-14	519982.42024183145
72	64	8.333968833069002e-14	520164.3281696814
73	64	8.3369105639337e-14	520347.93618280714
74	64	8.339879508453176e-14	520533.24273509695
75	64	8.342875641590504e-14	520720.24626387196
76	64	8.345898938051249e-14	520908.94519038114
77	64	8.348949372291254e-14	521099.337920287
78	64	8.352026918513182e-14	521291.4228434497
79	64	8.355131550687337e-14	521485.1983352268
1	65	8.194702268550573e-14	511472.0111691928
2	65	8.19603882891597e-14	511555.4325304254
3	65	8.197265135174983e-14	511631.97238606046
4	65	8.198455086444968e-14	511706.24314652337
5	65	8.199635196133778e-14	511779.8996450947
6	65	8.200818370351609e-14	511853.7474161211
7	65	8.202011946667313e-14	511928.24443366623
8	65	8.203220517723351e-14	512003.67734732374
9	65	8.204447153862417e-14	512080.2377924089
10	65	8.20569400888184e-14	512158.06019809516
11	65	8.206962650110179e-14	512237.242389131
12	65	8.208254251534381e-14	512317.8576398645
13	65	8.209569713236154e-14	512399.9621288591
14	65	8.210909738618356e-14	512483.5997589756
15	65	8.212274886191724e-14	512568.8053896394
16	65	8.213665605386894e-14	512655.6070720452
17	65	8.21508226196419e-14	512744.027635109
18	65	8.216525156458224e-14	512834.08583668654
19	65	8.217994537819153e-14	512925.79721499165
20	65	8.219490613688187e-14	513019.17472994217
21	65	8.221013558243836e-14	513114.2292528827
22	65	8.222563518282544e-14	513210.9699461074
23	65	8.224140617985632e-14	513309.4045603885
24	65	8.225744962699839e-14	513409.5396709383
25	65	8.227376641961468e-14	513511.3808661616
26	65	8.22903573193998e-14	513614.93290017225
27	65	8.230722297424881e-14	513720.19981680467
28	65	8.232436393465867e-14	513827.18505198334
29	65	8.234178066725174e-14	513935.8915181299
30	65	8.235947356599724e-14	514046.32167420164
31	65	8.237744296159613e-14	514158.47758426727
32	65	8.239568912944071e-14	514272.3609671866
33	65	8.241421229636185e-14	514387.9732387238
34	65	8.243301264627282e-14	514505.3155467726
35	65	8.245209032508413e-14	514624.3888020331
36	65	8.24714454448911e-14	514745.1937041475
37	65	8.249107808759074e-14	514867.7307642758
38	65	8.251098830800372e-14	514992.000324581
39	65	8.253117613658085e-14	515118.0025751217
40	65	8.255164158177366e-14	515245.7375686481
41	65	8.257238463213358e-14	515375.20523370395
42	65	8.259340525809526e-14	515506.4053857573
43	65	8.261470341358015e-14	515639.337737209
44	65	8.263627903747903e-14	515774.0019066461
45	65	8.265813205482877e-14	515910.39742618665
46	65	8.268026237791991e-14	516048.52374839224
47	65	8.270266990734353e-14	516188.3802528026
48	65	8.272535453282029e-14	516329.96625110967
49	65	8.274831613404905e-14	516473.2809924544
50	65	8.277155458138947e-14	516618.323667687
51	65	8.279506973649171e-14	516765.09341329755
52	65	8.281886145286547e-14	516913.58931496757
53	65	8.284292957643528e-14	517063.8104110355
